id,class_code,class_name,ddd,u,adm_r,note,valid_start_date,valid_end_date,change_type
4881,J07AH07,"meningococcus C, purified polysaccharides antigen conjugated",,,,,1970-01-01,2099-12-31,
4882,J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",,,,,1970-01-01,2099-12-31,
4883,J07AH09,"meningococcus B, multicomponent vaccine",,,,,1970-01-01,2099-12-31,
4884,J07AH10,"meningococcus A, purified polysaccharides antigen conjugated",,,,,2013-08-05,2099-12-31,
4885,J07AJ,Pertussis vaccines,,,,,1970-01-01,2099-12-31,
4886,J07AJ01,"pertussis, inactivated, whole cell",,,,,1970-01-01,2099-12-31,
4887,J07AJ02,"pertussis, purified antigen",,,,,1970-01-01,2099-12-31,
4888,J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids",,,,,1970-01-01,2099-12-31,
4889,J07AJ52,"pertussis, purified antigen, combinations with toxoids",,,,,1970-01-01,2099-12-31,
4890,J07AK,Plague vaccines,,,,,1970-01-01,2099-12-31,
4891,J07AK01,"plague, inactivated, whole cell",,,,,1970-01-01,2099-12-31,
4892,J07AL,Pneumococcal vaccines,,,,,1970-01-01,2099-12-31,
4893,J07AL01,"pneumococcus, purified polysaccharides antigen",,,,,1970-01-01,2099-12-31,
4894,J07AL02,"pneumococcus, purified polysaccharides antigen conjugated",,,,,1970-01-01,2099-12-31,
4895,J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",,,,,1970-01-01,2099-12-31,
4896,J07AM,Tetanus vaccines,,,,,1970-01-01,2099-12-31,
4897,J07AM01,tetanus toxoid,,,,,1970-01-01,2099-12-31,
4898,J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",,,,,1970-01-01,2099-12-31,
4899,J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin",,,,,1970-01-01,2099-12-31,
4900,J07AN,Tuberculosis vaccines,,,,,1970-01-01,2099-12-31,
4901,J07AN01,"tuberculosis, live attenuated",,,,,1970-01-01,2099-12-31,
4902,J07AP,Typhoid vaccines,,,,,1970-01-01,2099-12-31,
4903,J07AP01,"typhoid, oral, live attenuated",,,O,,1970-01-01,2099-12-31,
4904,J07AP02,"typhoid, inactivated, whole cell",,,,,1970-01-01,2099-12-31,
4905,J07AP03,"typhoid, purified polysaccharide antigen",,,,,1970-01-01,2099-12-31,
4906,J07AP10,"typhoid, combinations with paratyphi types",,,,,1970-01-01,2099-12-31,
4907,J07AR,Typhus (exanthematicus) vaccines,,,,,1970-01-01,2099-12-31,
4908,J07AR01,"typhus exanthematicus, inactivated, whole cell",,,,,1970-01-01,2099-12-31,
4909,J07AX,Other bacterial vaccines,,,,,1970-01-01,2099-12-31,
4910,J07B,VIRAL VACCINES,,,,,1970-01-01,2099-12-31,
4911,J07BA,Encephalitis vaccines,,,,,1970-01-01,2099-12-31,
4912,J07BA01,"encephalitis, tick borne, inactivated, whole virus",,,,,1970-01-01,2099-12-31,
4913,J07BA02,"encephalitis, Japanese, inactivated, whole virus",,,,,1970-01-01,2099-12-31,
4914,J07BA03,"encephalitis, Japanese, live attenuated",,,,,2013-08-05,2099-12-31,
4915,J07BB,Influenza vaccines,,,,,1970-01-01,2099-12-31,
4916,J07BB01,"influenza, inactivated, whole virus",,,,,1970-01-01,2099-12-31,
4917,J07BB02,"influenza, inactivated, split virus or surface antigen",,,,,1970-01-01,2099-12-31,
4918,J07BB03,"influenza, live attenuated",,,,,1970-01-01,2099-12-31,
4919,J07BB04,"influenza, virus like particles",,,,,2021-02-22,2099-12-31,
4920,J07BC,Hepatitis vaccines,,,,,1970-01-01,2099-12-31,
4921,J07BC01,"hepatitis B, purified antigen",,,,,1970-01-01,2099-12-31,
4922,J07BC02,"hepatitis A, inactivated, whole virus",,,,,1970-01-01,2099-12-31,
4923,J07BC20,"hepatitis vaccines, combinations",,,,,1970-01-01,2099-12-31,
4924,J07BD,Measles vaccines,,,,,1970-01-01,2099-12-31,
4925,J07BD01,"measles, live attenuated",,,,,1970-01-01,2099-12-31,
4926,J07BD51,"measles, combinations with mumps, live attenuated",,,,,1970-01-01,2099-12-31,
4927,J07BD52,"measles, combinations with mumps and rubella, live attenuated",,,,,1970-01-01,2099-12-31,
4928,J07BD53,"measles, combinations with rubella, live attenuated",,,,,1970-01-01,2099-12-31,
4929,J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated",,,,,1970-01-01,2099-12-31,
4930,J07BE,Mumps vaccines,,,,,1970-01-01,2099-12-31,
4931,J07BE01,"mumps, live attenuated",,,,,1970-01-01,2099-12-31,
4932,J07BF,Poliomyelitis vaccines,,,,,1970-01-01,2099-12-31,
4933,J07BF01,"poliomyelitis oral, monovalent, live attenuated",,,O,,1970-01-01,2099-12-31,
4934,J07BF02,"poliomyelitis oral, trivalent, live attenuated",,,O,,1970-01-01,2099-12-31,
4935,J07BF03,"poliomyelitis, trivalent, inactivated, whole virus",,,,,1970-01-01,2099-12-31,
4936,J07BF04,"poliomyelitis oral, bivalent, live attenuated",,,O,,2013-08-05,2099-12-31,
4937,J07BG,Rabies vaccines,,,,,1970-01-01,2099-12-31,
4938,J07BG01,"rabies, inactivated, whole virus",,,,,1970-01-01,2099-12-31,
4939,J07BH,Rota virus diarrhea vaccines,,,,,1970-01-01,2099-12-31,
4940,J07BH01,"rota virus, live attenuated",,,,,1970-01-01,2099-12-31,
4941,J07BH02,"rota virus, pentavalent, live, reassorted",,,,,1970-01-01,2099-12-31,
4942,J07BJ,Rubella vaccines,,,,,1970-01-01,2099-12-31,
4943,J07BJ01,"rubella, live attenuated",,,,,1970-01-01,2099-12-31,
4944,J07BJ51,"rubella, combinations with mumps, live attenuated",,,,,1970-01-01,2099-12-31,
4945,J07BK,Varicella zoster vaccines,,,,,1970-01-01,2099-12-31,
4946,J07BK01,"varicella, live attenuated",,,,,1970-01-01,2099-12-31,
4947,J07BK02,"zoster, live attenuated",,,,,1970-01-01,2099-12-31,
4948,J07BK03,"zoster, purified antigen",,,,,2018-02-05,2099-12-31,
4949,J07BL,Yellow fever vaccines,,,,,1970-01-01,2099-12-31,
4950,J07BL01,"yellow fever, live attenuated",,,,,1970-01-01,2099-12-31,
4951,J07BM,Papillomavirus vaccines,,,,,1970-01-01,2099-12-31,
4952,J07BM01,"papillomavirus (human types 6, 11, 16, 18)",,,,,1970-01-01,2099-12-31,
4953,J07BM02,"papillomavirus (human types 16, 18)",,,,,1970-01-01,2099-12-31,
4954,J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",,,,,2016-05-02,2099-12-31,
4955,J07BX,Other viral vaccines,,,,,1970-01-01,2099-12-31,
4956,J07BX01,"smallpox, live attenuated",,,,,2016-05-02,2099-12-31,
4957,J07BX02,ebola vaccines,,,,,2021-02-22,2099-12-31,
4958,J07BX03,covid-19 vaccines,,,,,2021-02-22,2099-12-31,
4959,J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",,,,,1970-01-01,2099-12-31,
4960,J07CA,"Bacterial and viral vaccines, combined",,,,,1970-01-01,2099-12-31,
4961,J07CA01,diphtheria-poliomyelitis-tetanus,,,,,1970-01-01,2099-12-31,
4962,J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,,,,,1970-01-01,2099-12-31,
4963,J07CA03,diphtheria-rubella-tetanus,,,,,1970-01-01,2099-12-31,
4964,J07CA04,hemophilus influenzae B and poliomyelitis,,,,,1970-01-01,2099-12-31,
4965,J07CA05,diphtheria-hepatitis B-pertussis-tetanus,,,,,1970-01-01,2099-12-31,
4966,J07CA06,diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus,,,,,1970-01-01,2099-12-31,
4967,J07CA07,diphtheria-hepatitis B-tetanus,,,,,1970-01-01,2099-12-31,
4968,J07CA08,hemophilus influenzae B and hepatitis B,,,,,1970-01-01,2099-12-31,
4969,J07CA09,diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,,,,,1970-01-01,2099-12-31,
4970,J07CA10,typhoid-hepatitis A,,,,,1970-01-01,2099-12-31,
4971,J07CA11,diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B,,,,,1970-01-01,2099-12-31,
4972,J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,,,,,1970-01-01,2099-12-31,
4973,J07CA13,diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,,,,,1970-01-01,2099-12-31,
4974,J07X,OTHER VACCINES,,,,,1970-01-01,2099-12-31,
4975,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,,,,,1970-01-01,2099-12-31,
4976,L01,ANTINEOPLASTIC AGENTS,,,,,1970-01-01,2099-12-31,
4977,L01A,ALKYLATING AGENTS,,,,,1970-01-01,2099-12-31,
4978,L01AA,Nitrogen mustard analogues,,,,,1970-01-01,2099-12-31,
4979,L01AA01,cyclophosphamide,,,,,1970-01-01,2099-12-31,
4980,L01AA02,chlorambucil,,,,,1970-01-01,2099-12-31,
4981,L01AA03,melphalan,,,,,1970-01-01,2099-12-31,
4982,L01AA05,chlormethine,,,,,1970-01-01,2099-12-31,
4983,L01AA06,ifosfamide,,,,,1970-01-01,2099-12-31,
4984,L01AA07,trofosfamide,,,,,1970-01-01,2099-12-31,
4985,L01AA08,prednimustine,,,,,1970-01-01,2099-12-31,
4986,L01AA09,bendamustine,,,,,1970-01-01,2099-12-31,
4987,L01AB,Alkyl sulfonates,,,,,1970-01-01,2099-12-31,
4988,L01AB01,busulfan,,,,,1970-01-01,2099-12-31,
4989,L01AB02,treosulfan,,,,,1970-01-01,2099-12-31,
4990,L01AB03,mannosulfan,,,,,1970-01-01,2099-12-31,
4991,L01AC,Ethylene imines,,,,,1970-01-01,2099-12-31,
4992,L01AC01,thiotepa,,,,,1970-01-01,2099-12-31,
4993,L01AC02,triaziquone,,,,,1970-01-01,2099-12-31,
4994,L01AC03,carboquone,,,,,1970-01-01,2099-12-31,
4995,L01AD,Nitrosoureas,,,,,1970-01-01,2099-12-31,
4996,L01AD01,carmustine,,,,,1970-01-01,2099-12-31,
4997,L01AD02,lomustine,,,,,1970-01-01,2099-12-31,
4998,L01AD03,semustine,,,,,1970-01-01,2099-12-31,
4999,L01AD04,streptozocin,,,,,1970-01-01,2099-12-31,
5000,L01AD05,fotemustine,,,,,1970-01-01,2099-12-31,
5001,L01AD06,nimustine,,,,,1970-01-01,2099-12-31,
5002,L01AD07,ranimustine,,,,,1970-01-01,2099-12-31,
5003,L01AD08,uramustine,,,,,2020-05-04,2099-12-31,
5004,L01AG,Epoxides,,,,,1970-01-01,2099-12-31,
5005,L01AG01,etoglucid,,,,,1970-01-01,2099-12-31,
5006,L01AX,Other alkylating agents,,,,,1970-01-01,2099-12-31,
5007,L01AX01,mitobronitol,,,,,1970-01-01,2099-12-31,
5008,L01AX02,pipobroman,,,,,1970-01-01,2099-12-31,
5009,L01AX03,temozolomide,,,,,1970-01-01,2099-12-31,
5010,L01AX04,dacarbazine,,,,,1970-01-01,2099-12-31,
5011,L01B,ANTIMETABOLITES,,,,,1970-01-01,2099-12-31,
5012,L01BA,Folic acid analogues,,,,,1970-01-01,2099-12-31,
5013,L01BA01,methotrexate,,,,,1970-01-01,2099-12-31,C
5014,L01BA03,raltitrexed,,,,,1970-01-01,2099-12-31,
5015,L01BA04,pemetrexed,,,,,1970-01-01,2099-12-31,
5016,L01BA05,pralatrexate,,,,,1970-01-01,2099-12-31,
5017,L01BB,Purine analogues,,,,,1970-01-01,2099-12-31,
5018,L01BB02,mercaptopurine,,,,,1970-01-01,2099-12-31,
5019,L01BB03,tioguanine,,,,,1970-01-01,2099-12-31,
5020,L01BB04,cladribine,,,,,1970-01-01,2099-12-31,
5021,L01BB05,fludarabine,,,,,1970-01-01,2099-12-31,
5022,L01BB06,clofarabine,,,,,1970-01-01,2099-12-31,
5023,L01BB07,nelarabine,,,,,1970-01-01,2099-12-31,
5024,L01BC,Pyrimidine analogues,,,,,1970-01-01,2099-12-31,
5025,L01BC01,cytarabine,,,,,1970-01-01,2099-12-31,
5026,L01BC02,fluorouracil,,,,,1970-01-01,2099-12-31,
5027,L01BC03,tegafur,,,,,1970-01-01,2099-12-31,
5028,L01BC04,carmofur,,,,,1970-01-01,2099-12-31,
5029,L01BC05,gemcitabine,,,,,1970-01-01,2099-12-31,
5030,L01BC06,capecitabine,,,,,1970-01-01,2099-12-31,
5031,L01BC07,azacitidine,,,,,1970-01-01,2099-12-31,
5032,L01BC08,decitabine,,,,,1970-01-01,2099-12-31,
5033,L01BC09,floxuridine,,,,,2020-05-04,2099-12-31,
5034,L01BC52,"fluorouracil, combinations",,,,,1970-01-01,2099-12-31,
5035,L01BC53,"tegafur, combinations",,,,,1970-01-01,2099-12-31,
5036,L01BC59,"trifluridine, combinations",,,,,2015-03-02,2099-12-31,
5037,L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,,,,,1970-01-01,2099-12-31,
5038,L01CA,Vinca alkaloids and analogues,,,,,1970-01-01,2099-12-31,
5039,L01CA01,vinblastine,,,,,1970-01-01,2099-12-31,
5040,L01CA02,vincristine,,,,,1970-01-01,2099-12-31,
5041,L01CA03,vindesine,,,,,1970-01-01,2099-12-31,
5042,L01CA04,vinorelbine,,,,,1970-01-01,2099-12-31,
5043,L01CA05,vinflunine,,,,,1970-01-01,2099-12-31,
5044,L01CA06,vintafolide,,,,,2013-08-05,2099-12-31,
5045,L01CB,Podophyllotoxin derivatives,,,,,1970-01-01,2099-12-31,
5046,L01CB01,etoposide,,,,,1970-01-01,2099-12-31,
5047,L01CB02,teniposide,,,,,1970-01-01,2099-12-31,
5048,L01CC,Colchicine derivatives,,,,,1970-01-01,2099-12-31,
5049,L01CC01,demecolcine,,,,,1970-01-01,2099-12-31,
5050,L01CD,Taxanes,,,,,1970-01-01,2099-12-31,
5051,L01CD01,paclitaxel,,,,,1970-01-01,2099-12-31,
5052,L01CD02,docetaxel,,,,,1970-01-01,2099-12-31,
5053,L01CD03,paclitaxel poliglumex,,,,,1970-01-01,2099-12-31,
5054,L01CD04,cabazitaxel,,,,,1970-01-01,2099-12-31,
5055,L01CE,Topoisomerase 1 inhibitors (top1),,,,,2021-02-22,2099-12-31,
5056,L01CE01,topotecan,,,,,2021-02-22,2099-12-31,
5057,L01CE02,irinotecan,,,,,2021-02-22,2099-12-31,
5058,L01CE03,etirinotecan pegol ,,,,,2021-02-22,2099-12-31,
5059,L01CE04,belotecan,,,,,2021-02-22,2099-12-31,
5060,L01CX,Other plant alkaloids and natural products,,,,,1970-01-01,2099-12-31,
5061,L01CX01,trabectedin,,,,,1970-01-01,2099-12-31,
5062,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,,,,,1970-01-01,2099-12-31,
5063,L01DA,Actinomycines,,,,,1970-01-01,2099-12-31,
5064,L01DA01,dactinomycin,,,,,1970-01-01,2099-12-31,
5065,L01DB,Anthracyclines and related substances,,,,,1970-01-01,2099-12-31,
5066,L01DB01,doxorubicin,,,,,1970-01-01,2099-12-31,
5067,L01DB02,daunorubicin,,,,,1970-01-01,2099-12-31,
5068,L01DB03,epirubicin,,,,,1970-01-01,2099-12-31,
5069,L01DB04,aclarubicin,,,,,1970-01-01,2099-12-31,
5070,L01DB05,zorubicin,,,,,1970-01-01,2099-12-31,
5071,L01DB06,idarubicin,,,,,1970-01-01,2099-12-31,
5072,L01DB07,mitoxantrone,,,,,1970-01-01,2099-12-31,
5073,L01DB08,pirarubicin,,,,,1970-01-01,2099-12-31,
5074,L01DB09,valrubicin,,,,,1970-01-01,2099-12-31,
5075,L01DB10,amrubicin,,,,,1970-01-01,2099-12-31,
5076,L01DB11,pixantrone,,,,,1970-01-01,2099-12-31,
5077,L01DC,Other cytotoxic antibiotics,,,,,1970-01-01,2099-12-31,
5078,L01DC01,bleomycin,,,,,1970-01-01,2099-12-31,
5079,L01DC02,plicamycin,,,,,1970-01-01,2099-12-31,
5080,L01DC03,mitomycin,,,,,1970-01-01,2099-12-31,
5081,L01DC04,ixabepilone,,,,,1970-01-01,2099-12-31,
5082,L01E,PROTEIN KINASE INHIBITORS,,,,,2021-02-22,2099-12-31,
5083,L01EA,Bcr-abl tyrosine kinase inhibitors,,,,,2021-02-22,2099-12-31,
5084,L01EA01,imatinib,0.4,g,O,,2021-02-22,2099-12-31,
5085,L01EA02,dasatinib,0.1,g,O,,2021-02-22,2099-12-31,
5086,L01EA03,nilotinib,0.6,g,O,,2021-02-22,2099-12-31,
5087,L01EA04,bosutinib,0.4,g,O,,2021-02-22,2099-12-31,
5088,L01EA05,ponatinib,45,mg,O,,2021-02-22,2099-12-31,
5089,L01EA06,asciminib,,,,,2021-02-22,2099-12-31,
5090,L01EB,Epidermal growth factor receptor tyrosine kinase inhibitors (egfr),,,,,2021-02-22,2099-12-31,
5091,L01EB01,gefitinib,0.25,g,O,,2021-02-22,2099-12-31,
5092,L01EB02,erlotinib,0.15,g,O,,2021-02-22,2099-12-31,
5093,L01EB03,afatinib,40,mg,O,,2021-02-22,2099-12-31,
5094,L01EB04,osimertinib,80,mg,O,,2021-02-22,2099-12-31,
5095,L01EB05,rociletinib,,,,,2021-02-22,2099-12-31,
5096,L01EB06,olmutinib,,,,,2021-02-22,2099-12-31,
5097,L01EB07,dacomitinib,45,mg,O,,2021-02-22,2099-12-31,
5098,L01EB08,icotinib,,,,,2021-02-22,2099-12-31,
5099,L01EC,B-raf serine-threonine kinase inhibitors (braf),,,,,2021-02-22,2099-12-31,
5100,L01EC01,vemurafenib,1.92,g,O,,2021-02-22,2099-12-31,
5101,L01EC02,dabrafenib,0.3,g,O,,2021-02-22,2099-12-31,
5102,L01EC03,encorafenib,0.45,g,O,,2021-02-22,2099-12-31,
5103,L01ED,Anaplastic lymphoma kinase inhibitors (alk),,,,,2021-02-22,2099-12-31,
5104,L01ED01,crizotinib,0.5,g,O,,2021-02-22,2099-12-31,
5105,L01ED02,ceritinib,0.45,g,O,,2021-02-22,2099-12-31,
5106,L01ED03,alectinib,1.2,g,O,,2021-02-22,2099-12-31,
5107,L01ED04,brigatinib,0.18,g,O,,2021-02-22,2099-12-31,
5108,L01ED05,lorlatinib,0.1,g,O,,2021-02-22,2099-12-31,
5109,L01EE,Mitogen-activated protein kinase inhibitors (mek),,,,,2021-02-22,2099-12-31,
5110,L01EE01,trametinib,2,mg,O,,2021-02-22,2099-12-31,
5111,L01EE02,cobimetinib,45,mg,O,,2021-02-22,2099-12-31,
5112,L01EE03,binimetinib,90,mg,O,,2021-02-22,2099-12-31,
5113,L01EE04,selumetinib,,,,,2021-02-22,2099-12-31,
5114,L01EF,Cyclin-dependent kinase inhibitors (cdk),,,,,2021-02-22,2099-12-31,
5115,L01EF01,palbociclib,94,mg,O,,2021-02-22,2099-12-31,
5116,L01EF02,ribociclib,0.45,g,O,,2021-02-22,2099-12-31,
5117,L01EF03,abemaciclib,0.3,g,O,,2021-02-22,2099-12-31,
5118,L01EG,Mammalian target of rapamycin kinase inhibitors (mtor),,,,,2021-02-22,2099-12-31,
5119,L01EG01,temsirolimus,3.57,mg,P,,2021-02-22,2099-12-31,
5120,L01EG02,everolimus,10,mg,O,,2021-02-22,2099-12-31,
5121,L01EG03,ridaforolimus,,,,,2021-02-22,2099-12-31,
5122,L01EH,Human epidermal growth factor receptor 2 tyrosine kinase inhibitors (her2),,,,,2021-02-22,2099-12-31,
5123,L01EH01,lapatinib,1.25,g,O,,2021-02-22,2099-12-31,
5124,L01EH02,neratinib,0.24,g,O,,2021-02-22,2099-12-31,
5125,L01EH03,tucatinib,0.6,g,O,,2021-02-22,2099-12-31,
5126,L01EH03,tucatinib,,,,,2021-02-22,2099-12-31,
5127,L01EJ,Janus-associated kinase inhibitors (jak),,,,,2021-02-22,2099-12-31,
5128,L01EJ01,ruxolitinib,30,mg,O,,2021-02-22,2099-12-31,
5129,L01EJ02,fedratinib,0.4,g,O,,2021-02-22,2099-12-31,
5130,L01EK,Vascular endothelial growth factor receptor tyrosine kinase inhibitors (vegfr),,,,,2021-02-22,2099-12-31,
5131,L01EK01,axitinib,10,mg,O,,2021-02-22,2099-12-31,
5132,L01EK02,cediranib,,,,,2021-02-22,2099-12-31,
5133,L01EK03,tivozanib,1,mg,O,,2021-02-22,2099-12-31,
5134,L01EL,Bruton's tyrosine kinase inhibitors (btk),,,,,2021-02-22,2099-12-31,
5135,L01EL01,ibrutinib,0.42,g,O,,2021-02-22,2099-12-31,
5136,L01EL02,acalabrutinib,0.2,g,O,,2021-02-22,2099-12-31,
5137,L01EL03,zanubrutinib,0.32,g,O,,2021-02-22,2099-12-31,
5138,L01EL03,zanubrutinib,,,,,2021-02-22,2099-12-31,
5139,L01EM,Phosphatidylinositol-3-kinase inhibitors (pi3k),,,,,2021-02-22,2099-12-31,
5140,L01EM01,idelalisib,0.3,g,O,,2021-02-22,2099-12-31,
5141,L01EM02,copanlisib,6.43,mg,O,,2021-02-22,2099-12-31,
5142,L01EM03,alpelisib,0.3,g,O,,2021-02-22,2099-12-31,
5143,L01EM04,duvelisib,50,mg,O,,2021-02-22,2099-12-31,
5144,L01EM04,duvelisib,,,,,2021-02-22,2099-12-31,
5145,L01EX,Other protein kinase inhibitors,,,,,2021-02-22,2099-12-31,
5146,L01EX01,sunitinib,33,mg,O,,2021-02-22,2099-12-31,
5147,L01EX02,sorafenib,0.8,g,O,,2021-02-22,2099-12-31,
5148,L01EX03,pazopanib,0.8,g,O,,2021-02-22,2099-12-31,
5149,L01EX04,vandetanib,0.3,g,O,,2021-02-22,2099-12-31,
5150,L01EX05,regorafenib,0.12,g,O,,2021-02-22,2099-12-31,
5151,L01EX06,masitinib,,,,,2021-02-22,2099-12-31,
5152,L01EX07,cabozantinib,60,mg,O,,2021-02-22,2099-12-31,
5153,L01EX08,lenvatinib,18,mg,O,,2021-02-22,2099-12-31,
5154,L01EX09,nintedanib,0.38,g,O,,2021-02-22,2099-12-31,
5155,L01EX10,midostaurin,0.1,g,O,,2021-02-22,2099-12-31,
5156,L01EX11,quizartinib,,,,,2021-02-22,2099-12-31,
5157,L01EX12,larotrectinib,0.2,g,O,,2021-02-22,2099-12-31,
5158,L01EX13,gilteritinib,0.12,g,O,,2021-02-22,2099-12-31,
5159,L01EX14,entrectinib,0.6,g,O,,2021-02-22,2099-12-31,
5160,L01EX15,pexidartinib,0.8,g,O,,2021-02-22,2099-12-31,
5161,L01EX15,pexidartinib,,,,,2021-02-22,2099-12-31,
5162,L01EX16,erdafitinib,9,mg,O,,2021-02-22,2099-12-31,
5163,L01EX16,erdafitinib,,,,,2021-02-22,2099-12-31,
5164,L01EX17,capmatinib,0.8,g,O,,2021-02-22,2099-12-31,
5165,L01EX17,capmatinib,,,,,2021-02-22,2099-12-31,
5166,L01EX18,avapritinib,0.3,g,O,,2021-02-22,2099-12-31,
5167,L01EX18,avapritinib,,,,,2021-02-22,2099-12-31,
5168,L01EX19,ripretinib,0.15,g,O,,2021-02-22,2099-12-31,
5169,L01EX19,ripretinib,,,,,2021-02-22,2099-12-31,
5170,L01EX20,pemigatinib,9,mg,O,,2021-02-22,2099-12-31,
5171,L01EX20,pemigatinib,,,,,2021-02-22,2099-12-31,
5172,L01EX21,tepotinib,,,,,2021-02-22,2099-12-31,
5173,L01EX22,selpercatinib,0.32,g,O,,2021-02-22,2099-12-31,
5174,L01EX22,selpercatinib,,,,,2021-02-22,2099-12-31,
5175,L01EX23,pralsetinib,0.4,g,O,,2021-02-22,2099-12-31,
5176,L01EX23,pralsetinib,,,,,2021-02-22,2099-12-31,
5177,L01X,OTHER ANTINEOPLASTIC AGENTS,,,,,1970-01-01,2099-12-31,
5178,L01XA,Platinum compounds,,,,,1970-01-01,2099-12-31,
5179,L01XA01,cisplatin,,,,,1970-01-01,2099-12-31,
5180,L01XA02,carboplatin,,,,,1970-01-01,2099-12-31,
5181,L01XA03,oxaliplatin,,,,,1970-01-01,2099-12-31,
5182,L01XA04,satraplatin,,,,,1970-01-01,2099-12-31,
5183,L01XA05,polyplatillen,,,,,1970-01-01,2099-12-31,
5184,L01XB,Methylhydrazines,,,,,1970-01-01,2099-12-31,
5185,L01XB01,procarbazine,,,,,1970-01-01,2099-12-31,
5186,L01XC,Monoclonal antibodies,,,,,1970-01-01,2099-12-31,
5187,L01XC01,edrecolomab,,,,,1970-01-01,2099-12-31,
5188,L01XC02,rituximab,,,,,1970-01-01,2099-12-31,
5189,L01XC03,trastuzumab,,,,,1970-01-01,2099-12-31,
5190,L01XC04,alemtuzumab,,,,from ATC website|,1970-01-01,2015-12-31,U
5191,L01XC05,gemtuzumab ozogamicin,,,,,1970-01-01,2099-12-31,
5192,L01XC06,cetuximab,,,,,1970-01-01,2099-12-31,
5193,L01XC07,bevacizumab,,,,,1970-01-01,2099-12-31,
5194,L01XC08,panitumumab,,,,,1970-01-01,2099-12-31,
5195,L01XC09,catumaxomab,,,,,1970-01-01,2099-12-31,
5196,L01XC10,ofatumumab,,,,,1970-01-01,2099-12-31,
5197,L01XC11,ipilimumab,,,,,1970-01-01,2099-12-31,
5198,L01XC12,brentuximab vedotin,,,,,1970-01-01,2099-12-31,
5199,L01XC13,pertuzumab,,,,,2013-08-05,2099-12-31,
5200,L01XC14,trastuzumab emtansine,,,,,2013-08-05,2099-12-31,
5201,L01XC15,obinutuzumab,,,,,2013-08-05,2099-12-31,
5202,L01XC16,dinutuximab,,,,,2015-03-02,2099-12-31,
5203,L01XC17,nivolumab,,,,,2016-05-02,2099-12-31,
5204,L01XC18,pembrolizumab,,,,,2016-05-02,2099-12-31,
5205,L01XC19,blinatumomab,,,,,2016-05-02,2099-12-31,
5206,L01XC21,ramucirumab,,,,,2016-05-02,2099-12-31,
5207,L01XC22,necitumumab,,,,,2016-05-02,2099-12-31,
5208,L01XC23,elotuzumab,,,,,2017-08-07,2099-12-31,
5209,L01XC24,daratumumab,,,,,2017-08-07,2099-12-31,
5210,L01XC25,mogamulizumab,,,,,2017-08-07,2099-12-31,
5211,L01XC26,inotuzumab ozogamicin,,,,,2017-08-07,2099-12-31,
5212,L01XC27,olaratumab,,,,,2018-02-05,2099-12-31,
5213,L01XC28,durvalumab,,,,,2018-02-05,2099-12-31,
5214,L01XC29,ermekumab,,,,,2018-02-05,2099-12-31,
5215,L01XC31,avelumab,,,,,2020-05-04,2099-12-31,
5216,L01XC32,atezolizumab,,,,,2020-05-04,2099-12-31,
5217,L01XC33,cemiplimab,,,,,2020-05-04,2099-12-31,
5218,L01XC34,moxetumomab pasudotox,,,,,2021-02-22,2099-12-31,
5219,L01XC35,tafasitamab,,,,,2021-02-22,2099-12-31,
5220,L01XC36,enfortumab vedotin,,,,,2021-02-22,2099-12-31,
5221,L01XC37,polatuzumab vedotin,,,,,2021-02-22,2099-12-31,
5222,L01XC38,isatuximab,,,,,2021-02-22,2099-12-31,
5223,L01XC39,belantamab mafodotin,,,,,2021-02-22,2099-12-31,
5224,L01XC40,dostarlimab,,,,,2021-02-22,2099-12-31,
5225,L01XC41,trastuzumab deruxtecan,,,,,2021-02-22,2099-12-31,
5226,L01XC42,prolgolimab,,,,,2021-02-22,2099-12-31,
5227,L01XD,Sensitizers used in photodynamic/radiation therapy,,,,,1970-01-01,2099-12-31,
5228,L01XD01,porfimer sodium,,,,,1970-01-01,2099-12-31,
5229,L01XD02,verteporfin,,,,from ATC website|,1970-01-01,2007-12-31,U
5230,L01XD03,methyl aminolevulinate,,,,,1970-01-01,2099-12-31,
5231,L01XD04,aminolevulinic acid,,,,,1970-01-01,2099-12-31,
5232,L01XD05,temoporfin,,,,,1970-01-01,2099-12-31,
5233,L01XD06,efaproxiral,,,,,1970-01-01,2099-12-31,
